"music_id","seq","line1","line2","line3","line4","line5","line6"
"1","3","1,2/0,2/_,_/1,2/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,3/3,2/_,_/3,2/5,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","1,2/_,_/3,2/_,_/1,2/3,2/1,2/0,2/_,_/_,_/_,_/1,3/1,2/_,_/1,2/0,2/_,_/1,2/0,2/1,2/_,_/_,_/_,_/0,2/_,_/_,_/1,2/_,_/_,_/_,_/5,2/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","2,2/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/2,2/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,2/_,_/0,2/_,_/_,_/_,_/_,_/2,3/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/3,2/2,2/0,2/_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/3,2/_,_/_,_/2,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/3,2/2,2/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","4","1,2/0,2/_,_/1,2/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/0,1/_,_/1,1/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","1,2/_,_/3,2/_,_/1,2/3,2/1,2/0,2/_,_/_,_/_,_/_,_/1,2/0,2/_,_/1,1/_,_/3,1/_,_/_,_/_,_/_,_/1,1/_,_/_,_/1,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","2,2/_,_/_,_/_,_/0,2/4,2/2,2/0,2/_,_/2,2/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/0,1/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,2/_,_/_,_/_,_/3,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","5","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","1,2/_,_/1,1/_,_/0,1/1,2/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/1,1/_,_/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,2/1,2/_,_/0,1/_,_/1,1/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/0,1/_,_/_,_/_,_/2,2/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/0,2/_,_/2,2/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/2,1/_,_/_,_/_,_/2,2/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/3,1/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/3,2/_,_/3,1/_,_/_,_/3,2/_,_/0,1/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,2/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/3,1/_,_/_,_/3,1/_,_/_,_/_,_/3,2/3,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/3,1/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","6","0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/1,1/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/1,1/_,_/3,1/1,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/3,2/_,_/1,1/_,_/0,1/1,2/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/3,1/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/0,1/_,_/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/0,1/_,_/_,_/_,_/2,2/_,_/_,_/_,_/_,_/2,2/_,_/0,1/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/2,2/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","3,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/3,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","7","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/0,1/1,1/3,2/0,1/1,1/3,1/_,_/_,_/_,_/_,_/_,_/0,1/1,1/_,_/0,2/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/1,2/0,2/_,_/1,1/_,_/3,1/1,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/1,1/3,1/_,_/_,_/_,_/_,_/1,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/0,1/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","2,2/_,_/_,_/_,_/2,1/_,_/_,_/0,1/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/2,1/0,1/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","3,2/_,_/3,1/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/3,1/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/3,1/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","8","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/1,1/3,1/_,_/3,2/0,1/1,1/3,2/0,1/1,1/3,1/_,_/_,_/_,_/_,_/_,_/0,1/1,1/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/1,1/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/1,1/_,_/_,_/1,1/0,1/1,2/0,1/1,1/0,1/_,_/0,1/1,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/1,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","2,2/_,_/_,_/2,2/0,1/_,_/0,1/_,_/_,_/_,_/0,1/2,1/_,_/_,_/_,_/2,2/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","3,2/_,_/_,_/_,_/_,_/3,1/_,_/3,1/2,1/3,1/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","9","0,2/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/1,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/1,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/0,1/1,1/_,_/_,_/1,1/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/1,1/_,_/_,_/1,1/0,1/1,2/0,1/1,1/0,1/_,_/0,1/1,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/0,1/2,1/0,1/_,_/0,1/_,_/_,_/_,_/_,_/2,2/_,_/_,_/2,2/0,1/_,_/0,1/_,_/_,_/_,_/0,1/2,1/_,_/_,_/_,_/2,2/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/2,1/3,1/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/3,1/_,_/3,1/2,1/3,1/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","10","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","11","_,_/0,2/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/1,1/3,1/_,_/3,1/1,1/3,1/0,1/1,1/3,1/_,_/3,1/1,1/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","12","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","1,2/_,_/0,1/1,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/0,1/1,1/_,_/_,_/1,1/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/1,1/_,_/_,_/1,1/0,1/1,2/0,1/_,_/0,1/1,1/3,1/1,1/0,1/1,1/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,2/_,_/_,_/2,2/0,1/_,_/0,1/_,_/_,_/_,_/0,1/2,1/_,_/_,_/_,_/2,2/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/0,1/2,1/3,1/2,1/0,1/2,1/_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/3,1/_,_/3,1/2,1/3,1/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,2/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"1","13","_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","1,2/_,_/1,2/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/1,2/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,2/_,_/_,_/_,_/_,_/1,2/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/0,2/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/2,2/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/2,2/_,_/_,_/0,2/_,_/_,_/_,_/_,_/2,2/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/2,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/2,2/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/1,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,2/_,_/_,_/_,_/3,2/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
